Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2016,1851732655,GESSEL,CHRISTOPHER,84653,Salem,Utah,UT,Nurse Practitioner,6906,230,0.0333,0,0
2016,1528461019,SEAVER,LINDSEY,84653,Salem,Utah,UT,Physician Assistant,4466,575,0.1288,28,0.0487
2015,1104875574,AL-SHUQAIRAT,TALA'AT,84653,Salem,Utah,UT,Pulmonary Disease,2955,,,,
2015,1528461019,SEAVER,LINDSEY,84653,Salem,Utah,UT,Physician Assistant,2604,403,0.1548,15,0.0372
2016,1104875574,AL-SHUQAIRAT,TALA'AT,84653,Salem,Utah,UT,Pulmonary Disease,2102,12,0.0057,,
2016,1205224276,HILL,SHAWN,84653,Salem,Utah,UT,Physician Assistant,1649,,,0,
2016,1992990311,PARRISH,CHAD,84653,Salem,Utah,UT,Physician Assistant,1648,103,0.0625,,
2016,1972780534,MEMMOTT,MARTIN,84653,Salem,Utah,UT,Physician Assistant,1361,23,0.0169,12,0.5217
2015,1992990311,PARRISH,CHAD,84653,Salem,Utah,UT,Physician Assistant,1246,99,0.0795,,
2016,1306272471,HOOTON,JOSH,84653,Salem,Utah,UT,Nurse Practitioner,879,414,0.471,109,0.2633
2015,1205224276,HILL,SHAWN,84653,Salem,Utah,UT,Physician Assistant,742,,,,
2016,1902184690,FORSHAY,TIMOTHY,84653,Salem,Utah,UT,Physician Assistant,648,40,0.0617,,
2016,1689854861,FAUSETT,AARON,84653,Salem,Utah,UT,Physician Assistant,306,32,0.1046,0,0
2015,1316993520,ROBERTS,STANLEY,84653,Salem,Utah,UT,Family Practice,229,58,0.2533,,
2016,1740679430,VAN TASSELL,KRISTIN,84653,Salem,Utah,UT,Nurse Practitioner,167,23,0.1377,,
2016,1194170860,BRINGHURST,CHELSA,84653,Salem,Utah,UT,Nurse Practitioner,165,12,0.0727,0,0
2015,1689854861,FAUSETT,AARON,84653,Salem,Utah,UT,Physician Assistant,164,51,0.311,,
2016,1265882070,NELSON,JONATHAN,84653,Salem,Utah,UT,Physician Assistant,88,14,0.1591,0,0
2015,1831398122,LUTHY,KARLEN,84653,Salem,Utah,UT,Nurse Practitioner,76,,,,
2016,1669715819,GARZA,REED,84653,Salem,Utah,UT,Dermatology,64,0,0,0,
2015,1407089543,GUENTER,ROBERT,84653,Salem,Utah,UT,Dentist,61,28,0.459,,
2016,1407089543,GUENTER,ROBERT,84653,Salem,Utah,UT,Dentist,57,26,0.4561,0,0
2016,1154524965,PERRY,JUSTIN,84653,Salem,Utah,UT,Dentist,49,13,0.2653,0,0
2015,1700989209,BONNY,JAMES,84653,Salem,Utah,UT,Dentist,44,,,,
2015,1740679430,VAN TASSELL,KRISTIN,84653,Salem,Utah,UT,Nurse Practitioner,44,,,,
2016,1700989209,BONNY,JAMES,84653,Salem,Utah,UT,Dentist,42,,,0,
2015,1780884247,HANSEN,DAVID,84653,Salem,Utah,UT,Dentist,41,,,,
2016,1780884247,HANSEN,DAVID,84653,Salem,Utah,UT,Dentist,40,,,0,
2016,1316993520,ROBERTS,STANLEY,84653,Salem,Utah,UT,Family Practice,39,,,0,
2016,1831398122,LUTHY,KARLEN,84653,Salem,Utah,UT,Nurse Practitioner,39,,,0,
2015,1184610065,GREEN,STANLEY,84653,Salem,Utah,UT,Diagnostic Radiology,24,11,0.4583,,
2016,1891248233,HOOTON,KELLY,84653,Salem,Utah,UT,Nurse Practitioner,20,,,,
2016,1861507675,ANDERSON,KEVIN,84654,Salina,Utah,UT,Physician Assistant,3671,150,0.0409,,
2015,1861507675,ANDERSON,KEVIN,84654,Salina,Utah,UT,Physician Assistant,2776,143,0.0515,,
2016,1649283979,WATKINS,DAVID,84654,Salina,Utah,UT,Nurse Practitioner,1029,114,0.1108,0,0
2016,1922014273,BLACKHAM,KERRY,84654,Salina,Utah,UT,General Practice,685,78,0.1139,,
2015,1649283979,WATKINS,DAVID,84654,Salina,Utah,UT,Nurse Practitioner,506,86,0.17,,
2016,1073738076,WILKINS,SCOTT,84654,Salina,Utah,UT,Dentist,82,22,0.2683,0,0
2016,1598872343,SORENSON,BARRY,84654,Salina,Utah,UT,Dentist,82,28,0.3415,0,0
2015,1073738076,WILKINS,SCOTT,84654,Salina,Utah,UT,Dentist,63,16,0.254,,
2016,1619083201,ASPER,MARK,84654,Salina,Utah,UT,Dentist,49,,,0,
2015,1598872343,SORENSON,BARRY,84654,Salina,Utah,UT,Dentist,46,14,0.3043,,
2015,1922014273,BLACKHAM,KERRY,84654,Salina,Utah,UT,Family Practice,42,,,,
2015,1619083201,ASPER,MARK,84654,Salina,Utah,UT,Dentist,38,,,,
2015,1568489375,STUBBS,RACHAEL,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,50683,3735,0.0737,442,0.1183
2016,1568489375,STUBBS,RACHAEL,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,43041,2498,0.058,270,0.1081
2016,1982866679,RUDEN,NATHAN,84106,Salt Lake City,Salt Lake,UT,Family Practice,41855,1547,0.037,217,0.1403
2015,1982866679,RUDEN,NATHAN,84106,Salt Lake City,Salt Lake,UT,Family Practice,25825,1081,0.0419,185,0.1711
2015,1205911997,KOTTARATHIL,THOMAS,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,18505,1927,0.1041,71,0.0368
2016,1205911997,KOTTARATHIL,THOMAS,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,17798,1622,0.0911,63,0.0388
2016,1740211101,GANDOLFI,ROY,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,15403,935,0.0607,60,0.0642
2016,1932210895,NORRIS,JENNIFER,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,15292,831,0.0543,49,0.059
2015,1740211101,GANDOLFI,ROY,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,14917,1023,0.0686,92,0.0899
2015,1588714091,KILLPACK,MICHAEL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,14765,816,0.0553,59,0.0723
2015,1699719559,UDALL,KING,84105,Salt Lake City,Salt Lake,UT,Family Practice,14680,883,0.0601,42,0.0476
2015,1164512778,MURNIN,KELLY,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,14585,544,0.0373,,
2015,1134141351,BURTON,DAVID,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,14172,735,0.0519,,
2016,1588714091,KILLPACK,MICHAEL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,14088,761,0.054,62,0.0815
2015,1932210895,NORRIS,JENNIFER,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,14011,761,0.0543,43,0.0565
2016,1699719559,UDALL,KING,84105,Salt Lake City,Salt Lake,UT,Family Practice,13981,815,0.0583,37,0.0454
2016,1487744553,RAHIMI,DANESH,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,13875,1467,0.1057,150,0.1022
2016,1164512778,MURNIN,KELLY,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,13700,467,0.0341,12,0.0257
2015,1003991498,STONEBURNER,HUGH,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,13696,1537,0.1122,115,0.0748
2015,1487744553,RAHIMI,DANESH,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,13322,1170,0.0878,99,0.0846
2016,1780091793,BOEL,DAVID,84101,Salt Lake City,Salt Lake,UT,Nurse Practitioner,13136,0,0,0,
2016,1134141351,BURTON,DAVID,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,13128,724,0.0551,16,0.0221
2016,1003991498,STONEBURNER,HUGH,84119,Salt Lake City,Salt Lake,UT,Internal Medicine,13058,1357,0.1039,76,0.056
2015,1063500163,CACCIAMANI,MARK,84105,Salt Lake City,Salt Lake,UT,Family Practice,12389,364,0.0294,60,0.1648
2016,1184668659,JOHNSON,MARK,84123,Salt Lake City,Salt Lake,UT,Family Practice,11859,460,0.0388,,
2016,1679974968,RICHINS,ALISHA,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,11802,630,0.0534,87,0.1381
2016,1881704286,BARMAN,THOMAS,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,11674,569,0.0487,32,0.0562
2015,1184668659,JOHNSON,MARK,84123,Salt Lake City,Salt Lake,UT,Family Practice,11593,505,0.0436,28,0.0554
2015,1083640767,MAXWELL,RUSSELL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,11564,308,0.0266,,
2016,1942235916,GONZALES,GLORIA,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,11533,608,0.0527,17,0.028
2015,1942235916,GONZALES,GLORIA,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,11528,643,0.0558,22,0.0342
2016,1083640767,MAXWELL,RUSSELL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,11497,249,0.0217,0,0
2016,1235240110,YARRISH,DANIEL,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,11281,963,0.0854,92,0.0955
2015,1578575403,SCHONROCK,KRISTA,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,11168,541,0.0484,44,0.0813
2016,1598869026,BULAJ,ZANETA,84124,Salt Lake City,Salt Lake,UT,Family Practice,10950,938,0.0857,55,0.0586
2015,1881704286,BARMAN,THOMAS,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,10868,523,0.0481,39,0.0746
2016,1801039730,SKIBITSKY,MEGAN,84107,Salt Lake City,Salt Lake,UT,Geriatric Medicine,10811,766,0.0709,22,0.0287
2015,1235240110,YARRISH,DANIEL,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,10799,947,0.0877,97,0.1024
2015,1003833468,GENEBACH,E,84107,Salt Lake City,Salt Lake,UT,Geriatric Medicine,10637,777,0.073,32,0.0412
2016,1962455626,TRUDEL,RONALD,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,10603,672,0.0634,75,0.1116
2016,1477584837,BANE,J,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,10598,663,0.0626,18,0.0271
2015,1427060342,ROMNEY,DOUGLAS,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,10590,598,0.0565,16,0.0268
2015,1386656221,LUNDSBERG,KELTON,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,10561,611,0.0579,19,0.0311
2016,1558370361,LANE,KEITH,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,10437,728,0.0698,45,0.0618
2016,1487820320,DAVIS,KIMBERLY,84106,Salt Lake City,Salt Lake,UT,Family Practice,10418,471,0.0452,95,0.2017
2016,1982692307,JOHNSTON,MATTHEW,84124,Salt Lake City,Salt Lake,UT,Family Practice,10406,624,0.06,,
2015,1649212663,ROMNEY,JOSHUA,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,10345,653,0.0631,27,0.0413
2016,1063500163,CACCIAMANI,MARK,84105,Salt Lake City,Salt Lake,UT,Family Practice,10318,235,0.0228,36,0.1532
2016,1386656221,LUNDSBERG,KELTON,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,10203,602,0.059,31,0.0515
2016,1477609089,MOORE,REBECCA,84107,Salt Lake City,Salt Lake,UT,Nephrology,10075,644,0.0639,47,0.073
2015,1477584837,BANE,J,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,10070,621,0.0617,12,0.0193
2016,1649212663,ROMNEY,JOSHUA,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,10062,614,0.061,32,0.0521
2015,1922031780,TWITCHELL,JEFFREY,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,10057,627,0.0623,34,0.0542
2015,1154360691,PARKIN,GREGORY,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,9974,617,0.0619,23,0.0373
2016,1427060342,ROMNEY,DOUGLAS,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,9814,699,0.0712,15,0.0215
2015,1477609089,MOORE,REBECCA,84107,Salt Lake City,Salt Lake,UT,Nephrology,9802,662,0.0675,34,0.0514
2016,1922031780,TWITCHELL,JEFFREY,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,9797,607,0.062,14,0.0231
2015,1295841419,LEHMITZ,PAUL,84102,Salt Lake City,Salt Lake,UT,Geriatric Medicine,9762,569,0.0583,37,0.065
2016,1003833468,GENEBACH,E,84107,Salt Lake City,Salt Lake,UT,Geriatric Medicine,9740,550,0.0565,21,0.0382
2015,1962455626,TRUDEL,RONALD,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,9706,628,0.0647,66,0.1051
2016,1720027378,ROMNEY,KENT,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,9685,524,0.0541,52,0.0992
2016,1154360691,PARKIN,GREGORY,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,9684,577,0.0596,27,0.0468
2015,1558370361,LANE,KEITH,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,9650,734,0.0761,65,0.0886
2015,1649372558,ABUEG,FLORENTINO,84124,Salt Lake City,Salt Lake,UT,Geriatric Medicine,9547,857,0.0898,49,0.0572
2015,1720027378,ROMNEY,KENT,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,9530,524,0.055,33,0.063
2015,1487820320,DAVIS,KIMBERLY,84106,Salt Lake City,Salt Lake,UT,Family Practice,9325,395,0.0424,59,0.1494
2015,1780091793,BOEL,DAVID,84101,Salt Lake City,Salt Lake,UT,Nurse Practitioner,9313,,,,
2015,1578514477,MILLER,STEPHEN,84123,Salt Lake City,Salt Lake,UT,Cardiology,9312,,,,
2016,1639117823,HALES,REID,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,9201,570,0.0619,19,0.0333
2015,1598869026,BULAJ,ZANETA,84124,Salt Lake City,Salt Lake,UT,Family Practice,9193,800,0.087,55,0.0688
2016,1275643611,CATE,THOMAS,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,9185,338,0.0368,27,0.0799
2016,1396999868,LAWLOR,CYNTHIA,84132,Salt Lake City,Salt Lake,UT,Family Practice,9097,488,0.0536,,
2016,1578514477,MILLER,STEPHEN,84123,Salt Lake City,Salt Lake,UT,Cardiovascular Disease (Cardiology),9070,,,0,
2015,1265534887,SCHLISMAN,ALISON,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,8871,712,0.0803,57,0.0801
2015,1598860041,HANSEN,MATTHEW,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,8830,818,0.0926,65,0.0795
2015,1639117823,HALES,REID,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,8752,590,0.0674,12,0.0203
2016,1760891634,WEBB,SARA,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,8692,0,0,0,
2016,1639234016,PAPADOPOULOS,CYNTHIA,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,8677,185,0.0213,11,0.0595
2016,1598860041,HANSEN,MATTHEW,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,8674,816,0.0941,54,0.0662
2015,1366497166,HEATH,STEVEN,84117,Salt Lake City,Salt Lake,UT,Family Practice,8663,915,0.1056,242,0.2645
2016,1508881657,WOOD,STEPHEN,84121,Salt Lake City,Salt Lake,UT,General Practice,8631,599,0.0694,78,0.1302
2016,1871683466,DOANE,JOHN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,8590,369,0.043,33,0.0894
2015,1871604785,LEE,SHARON,84107,Salt Lake City,Salt Lake,UT,Family Practice,8537,572,0.067,,
2015,1417967837,JONES,CHRISTOPHER,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,8531,510,0.0598,21,0.0412
2016,1366497166,HEATH,STEVEN,84117,Salt Lake City,Salt Lake,UT,Family Practice,8462,935,0.1105,264,0.2824
2015,1275643611,CATE,THOMAS,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,8393,305,0.0363,17,0.0557
2015,1285621052,TRAN,TAN,84120,Salt Lake City,Salt Lake,UT,Family Practice,8327,172,0.0207,23,0.1337
2015,1679974968,RICHINS,ALISHA,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,8309,484,0.0583,57,0.1178
2016,1184623829,POWELL,GREG,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,8182,4307,0.5264,1145,0.2658
2015,1538193933,HARMON,HAL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,8178,246,0.0301,,
2016,1538193933,HARMON,HAL,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,8122,217,0.0267,,
2015,1871683466,DOANE,JOHN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,8113,383,0.0472,29,0.0757
2015,1508881657,WOOD,STEPHEN,84121,Salt Lake City,Salt Lake,UT,General Practice,8075,551,0.0682,94,0.1706
2016,1164727335,CHAMBERLAIN,LAURA,84109,Salt Lake City,Salt Lake,UT,Nurse Practitioner,8056,426,0.0529,32,0.0751
2015,1073533188,MCNICOLL,SANDRA,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,7983,391,0.049,11,0.0281
2016,1922391515,BURGARD,ANDREW,84124,Salt Lake City,Salt Lake,UT,Family Practice,7925,227,0.0286,,
2016,1285621052,TRAN,TAN,84120,Salt Lake City,Salt Lake,UT,Family Practice,7920,110,0.0139,,
2016,1427497502,GARCIA,LEIGH,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,7895,479,0.0607,63,0.1315
2016,1043300643,FARRUKH,HANADI,84112,Salt Lake City,Salt Lake,UT,Internal Medicine,7872,505,0.0642,,
2015,1629145123,JOSEPH,LAURENE,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,7853,451,0.0574,,
2015,1043300643,FARRUKH,HANADI,84112,Salt Lake City,Salt Lake,UT,Internal Medicine,7826,460,0.0588,,
2016,1750494548,LYM,ROBERT,84118,Salt Lake City,Salt Lake,UT,Family Practice,7795,485,0.0622,23,0.0474
2016,1063446490,TOWNER,STEVEN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,7718,171,0.0222,0,0
2015,1184623829,POWELL,GREG,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,7675,4175,0.544,1042,0.2496
2016,1619084928,LURAS,JOHN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,7670,241,0.0314,14,0.0581
2015,1396999868,LAWLOR,CYNTHIA,84132,Salt Lake City,Salt Lake,UT,Family Practice,7635,429,0.0562,,
2015,1619084928,LURAS,JOHN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,7603,270,0.0355,30,0.1111
2015,1063446490,TOWNER,STEVEN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,7535,165,0.0219,,
2015,1164727335,CHAMBERLAIN,LAURA,84109,Salt Lake City,Salt Lake,UT,Nurse Practitioner,7520,469,0.0624,52,0.1109
2016,1417967837,JONES,CHRISTOPHER,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,7502,449,0.0599,29,0.0646
2016,1649372558,ABUEG,FLORENTINO,84124,Salt Lake City,Salt Lake,UT,Geriatric Medicine,7445,543,0.0729,48,0.0884
2015,1497765887,HABERMAN,PAULA,84121,Salt Lake City,Salt Lake,UT,Family Practice,7441,239,0.0321,29,0.1213
2016,1942460803,RAGLE,NATHAN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,7412,589,0.0795,68,0.1154
2016,1134151558,ASLAMI,STEPHEN,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,7399,144,0.0195,,
2015,1801039730,SKIBITSKY,MEGAN,84107,Salt Lake City,Salt Lake,UT,Geriatric Medicine,7272,628,0.0864,12,0.0191
2015,1134151558,ASLAMI,STEPHEN,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,7248,109,0.015,12,0.1101
2015,1750494548,LYM,ROBERT,84118,Salt Lake City,Salt Lake,UT,Family Practice,7191,400,0.0556,13,0.0325
2016,1629181508,AYERS,JEFFREY,84118,Salt Lake City,Salt Lake,UT,Family Practice,7162,468,0.0653,23,0.0491
2016,1992712285,HACKING,SCOTT,84124,Salt Lake City,Salt Lake,UT,Interventional Cardiology,7092,30,0.0042,0,0
2015,1639156649,YAU,JOSEPH,84123,Salt Lake City,Salt Lake,UT,Psychiatry,7079,0,0,,
2015,1942460803,RAGLE,NATHAN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,7008,590,0.0842,69,0.1169
2015,1629181508,AYERS,JEFFREY,84118,Salt Lake City,Salt Lake,UT,Family Practice,6945,426,0.0613,30,0.0704
2016,1881620714,ANDERSON,BONNIE,84108,Salt Lake City,Salt Lake,UT,Nurse Practitioner,6943,29,0.0042,0,0
2015,1699787770,JOHNSON,MATTHEW,84129,Salt Lake City,Salt Lake,UT,Family Practice,6896,457,0.0663,40,0.0875
2016,1083824940,GOHARI,MINA,84124,Salt Lake City,Salt Lake,UT,Family Practice,6787,263,0.0388,,
2016,1083645444,KOTWAL,PINKY,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,6772,457,0.0675,,
2016,1902917495,NELSON,TODD,84124,Salt Lake City,Salt Lake,UT,Family Practice,6765,528,0.078,35,0.0663
2016,1831256635,CASULL,KATHRYN,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,6741,209,0.031,0,0
2015,1417987587,LEWIS,MARK,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,6721,218,0.0324,12,0.055
2016,1265534887,SCHLISMAN,ALISON,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,6713,593,0.0883,43,0.0725
2016,1487693289,HUNT,JOHN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,6674,475,0.0712,41,0.0863
2015,1942200274,SUNDWALL,PETER,84107,Salt Lake City,Salt Lake,UT,Family Practice,6630,606,0.0914,38,0.0627
2015,1881620714,ANDERSON,BONNIE,84108,Salt Lake City,Salt Lake,UT,Nurse Practitioner,6590,55,0.0083,,
2015,1710927975,JAMES,MARY,84102,Salt Lake City,Salt Lake,UT,Neurology,6560,248,0.0378,30,0.121
2015,1811000607,MINER,DAVID,84118,Salt Lake City,Salt Lake,UT,Family Practice,6539,468,0.0716,25,0.0534
2016,1043614795,ATKINS,AUBREY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,6484,212,0.0327,26,0.1226
2016,1710927975,JAMES,MARY,84102,Salt Lake City,Salt Lake,UT,Neurology,6479,268,0.0414,25,0.0933
2015,1871528018,HENRY,DAN,84109,Salt Lake City,Salt Lake,UT,General Practice,6475,153,0.0236,,
2016,1578575403,SCHONROCK,KRISTA,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,6466,311,0.0481,12,0.0386
2015,1598898579,SALARI,ALI,84119,Salt Lake City,Salt Lake,UT,Family Practice,6464,573,0.0886,95,0.1658
2015,1932169430,GRANGE,TIMOTHY,84120,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,6424,2069,0.3221,447,0.216
2015,1487693289,HUNT,JOHN,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,6401,461,0.072,34,0.0738
2015,1306835186,STEELE,PETER,84109,Salt Lake City,Salt Lake,UT,Internal Medicine,6399,342,0.0534,32,0.0936
2015,1134212954,BUSK,NEAL,84102,Salt Lake City,Salt Lake,UT,Family Practice,6397,323,0.0505,,
2016,1598898579,SALARI,ALI,84119,Salt Lake City,Salt Lake,UT,Family Practice,6393,620,0.097,96,0.1548
2015,1083645444,KOTWAL,PINKY,84120,Salt Lake City,Salt Lake,UT,Internal Medicine,6288,437,0.0695,13,0.0297
2016,1699787770,JOHNSON,MATTHEW,84129,Salt Lake City,Salt Lake,UT,Family Practice,6274,349,0.0556,19,0.0544
2015,1639283054,RUTLEDGE,DALE,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,6237,346,0.0555,23,0.0665
2016,1811000607,MINER,DAVID,84118,Salt Lake City,Salt Lake,UT,Family Practice,6169,441,0.0715,22,0.0499
2016,1306835186,STEELE,PETER,84109,Salt Lake City,Salt Lake,UT,Internal Medicine,6167,439,0.0712,29,0.0661
2016,1710279922,CARRERA,RORY,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,6155,259,0.0421,15,0.0579
2015,1356342539,ANDERSON,DAVID,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,6145,499,0.0812,21,0.0421
2016,1457764714,BROWN,LINDSEY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,6133,425,0.0693,22,0.0518
2016,1417987587,LEWIS,MARK,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,6129,188,0.0307,12,0.0638
2016,1639283054,RUTLEDGE,DALE,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,6107,360,0.0589,29,0.0806
2016,1871683409,STEFFENS,JOHN,84132,Salt Lake City,Salt Lake,UT,Neurology,6105,94,0.0154,41,0.4362
2016,1356342539,ANDERSON,DAVID,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,6095,398,0.0653,,
2016,1396710281,FULLER,GENE,84117,Salt Lake City,Salt Lake,UT,Family Practice,6093,331,0.0543,0,0
2016,1043247588,HAMULA,JASON,84102,Salt Lake City,Salt Lake,UT,Family Practice,6071,400,0.0659,0,0
2016,1003041740,HENICH,CASEY,84120,Salt Lake City,Salt Lake,UT,Family Practice,6070,306,0.0504,61,0.1993
2016,1336396928,BECKSTROM,ANDREA,84121,Salt Lake City,Salt Lake,UT,Nurse Practitioner,6047,,,0,
2016,1346294717,PENROD,MICHAEL,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,6010,312,0.0519,11,0.0353
2015,1902917495,NELSON,TODD,84124,Salt Lake City,Salt Lake,UT,Family Practice,6003,457,0.0761,44,0.0963
2016,1831174226,ALLEN,RICHARD,84124,Salt Lake City,Salt Lake,UT,Family Practice,5985,590,0.0986,107,0.1814
2015,1154362895,RICHARDS,ANN,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,5964,398,0.0667,,
2015,1124074687,HECHT,MALGORZATA,84103,Salt Lake City,Salt Lake,UT,Internal Medicine,5949,214,0.036,18,0.0841
2015,1871683409,STEFFENS,JOHN,84132,Salt Lake City,Salt Lake,UT,Neurology,5943,96,0.0162,37,0.3854
2015,1447363239,NEWBOLD,DOUGLAS,84118,Salt Lake City,Salt Lake,UT,Family Practice,5937,226,0.0381,,
